"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%";"CV_services_CasB"
"1375";"-0,663333";"44,868889";"44°52'8.000N 0°39'47.999W";"33200";"Rue Jean Mermoz";"Mesures réalisées au milieu du portail d’entrée donnant accès au château d’eau.";"33160";"HAILLAN";"20/12/2002";"En extérieur";"FicheMesure1375.pdf";"Oui";"0,13";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"";"";"";"";"";"";"";"";"0,29";"0,29";"-123,077";"0"
"1376";"0,722222";"45,189444";"45°11'21.998N 0°43'19.999E";"24322";"Avenue Georges Pompidou-Institution St Joseph";"Les mesures ont été réalisées dans la cour de récréation de l'Institution Saint Joseph, devant la salle de classe D5.";"24000";"PERIGUEUX";"19/02/2003";"En extérieur";"FicheMesure1376.pdf";"Oui";"0,21";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,28";"";"";"";"";"";"";"";"";"0,28";"0,28";"-33,333";"0"
"1378";"-0,729167";"45,473611";"45°28'25.000N 0°43'45.001W";"17328";"Belle Vue-Les terriers";"Dans la tour de guet du SDIS";"17240";"SAINT FORT SUR GIRONDE";"14/02/2003";"En extérieur";"FicheMesure1378.pdf";"Oui";"0,95";"Divers";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,95";"";"";"";"";"";"";"";"";"0,95";"0,95";"0";"0"
"1379";"-0,579167";"44,805833";"44°48'20.999N 0°34'45.001W";"33522";"Rue Paulette Sauboua";"Sur le trottoir, devant la Résidence Frédéric Sevene";"33400";"TALENCE";"12/12/2002";"En extérieur";"FicheMesure1379.pdf";"Oui";"0,87";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"0,07";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"1,002447";"1";"-15,224";"0,869159"
"1399";"-1,153889";"44,653889";"44°39'14.000N 1°9'14.000W";"33009";"Boulevard Deganne";"Terrasse de la résidence Plein ciel.";"33120";"ARCACHON";"08/04/2003";"En extérieur";"FicheMesure1399.pdf";"Oui";"11,4";"Divers";"APAVE";"";"7,04";"0,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,55";"";"";"";"";"";"";"7,062308";"0,55";"38,05";"1,234372"
"1400";"-1,153889";"44,653889";"44°39'14.000N 1°9'14.000W";"33009";"Boulevard Deganne";"Terrasse de la résidence Plein ciel.";"33120";"ARCACHON";"08/04/2003";"En extérieur";"FicheMesure1400.pdf";"Oui";"7,96";"Divers";"APAVE";"";"7,62";"0,87";"";"0,06";"";"";"";"";"";"";"";"";"";"0,12";"";"0,93";"";"";"";"";"";"";"7,726849";"0,93771";"2,929";"1,496382"
"1401";"-1,153889";"44,653889";"44°39'14.000N 1°9'14.000W";"33009";"Boulevard Deganne";"Terrasse de la résidence Plein ciel.";"33120";"ARCACHON";"08/04/2003";"En extérieur";"FicheMesure1401.pdf";"Oui";"11,02";"Divers";"APAVE";"";"8,19";"1,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,46";"";"";"";"";"";"";"8,271112";"0,46";"24,945";"1,084786"
"1402";"2,117778";"43,955833";"43°57'20.999N 2°7'4.001E";"81004";"Le Clarier";"Pylône implanté sur le lieu-dit LE CLARIER";"81000";"ALBI";"10/04/2003";"En extérieur";"FicheMesure1402.pdf";"Oui";"7,26";"Divers";"APAVE";"";"6,44";"0,33";"";"";"";"";"0,31";"";"";"";"";"";"";"1,2";"";"0,2";"";"";"";"";"";"";"6,569521";"1,216553";"9,511";"1,414517"
"1403";"2,117778";"43,955833";"43°57'20.999N 2°7'4.001E";"81004";"Le Clarier";"Pylône implanté sur le lieu-dit LE CLARIER";"81000";"ALBI";"10/04/2003";"En extérieur";"FicheMesure1403.pdf";"Oui";"0";"Divers";"APAVE";"";"8,02";"0,4";"";"";"";"";"0,19";"";"";"";"";"";"";"1,64";"";"0,69";"";"";"";"";"";"";"8,226919";"1,779241";"";"1,351868"
"1442";"-0,563333";"44,889722";"44°53'22.999N 0°33'47.999W";"33063";"Rue du Grand Barail";"Dans la chambre 603 au 6ème étage sous les antennes SFR.";"33000";"BORDEAUX";"09/04/2003";"En intérieur";"FicheMesure1442.pdf";"Oui";"0,44";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,11";"";"";"";"";"";"";"";"";"0,11";"0,11";"75";"0"
"1500";"-0,683056";"44,913611";"44°54'49.000N 0°40'59.002W";"33519";"Rue de Moulis";"Les mesures ont été réalisées à l'intérieur de la maison, dans la chambre à coucher des parents devant la fenêtre ouverte (face au pylône supportant les émetteurs).";"33320";"TAILLAN MEDOC";"20/06/2003";"En intérieur";"FicheMesure1500.pdf";"Oui";"1,4";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,41";"";"";"";"";"";"";"";"";"0,41";"0,41";"70,714";"0"
"1501";"-0,683056";"44,913611";"44°54'49.000N 0°40'59.002W";"33519";"Rue de Moulis";"Les mesures ont été réalisées, à l'extérieur de la maison, au bord du porche d'entrée face au pylône supportant les émetteurs.";"33320";"TAILLAN MEDOC";"20/06/2003";"En intérieur";"FicheMesure1501.pdf";"Oui";"0,9";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,68";"";"";"";"";"";"";"";"";"0,68";"0,68";"24,444";"0"
"1528";"2,131667";"43,928333";"43°55'41.999N 2°7'54.001E";"81004";"Rue de Gardés";"Les mesures ont été réalisées dans l'appartement de Monsieur Leblond : appartement 42 au 1er étage.Point de mesure : sur le rebord de la fenêtre de la chambre à coucher (côté extérieur).";"81000";"ALBI";"22/05/2003";"En intérieur";"FicheMesure1528.pdf";"Oui";"0,12";"Lieu d'habitation";"APAVE";"";"";"0,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,11";"";"8,333";"0"
"1533";"-0,517778";"44,897222";"44°53'49.999N 0°31'4.001W";"33032";"Rue Fernand Constant";"Les mesures ont été réalisées, en extérieur, au coin Est du bâtiment des ateliers municipaux.";"33530";"BASSENS";"26/05/2003";"En extérieur";"FicheMesure1533.pdf";"Oui";"0,57";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,17";"";"";"";"";"";"";"";"";"0,17";"0,17";"70,175";"0"
"1544";"-0,756667";"44,848333";"44°50'53.999N 0°45'24.001W";"33273";"ZI d'Estigeac";"Sur le trottoir, devant la société Euro Arcade, à 200 m. de l'émetteur GSM SFR.";"33127";"MARTIGNAS SUR JALLE";"16/05/2003";"En extérieur";"FicheMesure1544.pdf";"Oui";"0,03";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,14";"";"";"";"";"";"";"";"";"0,14";"0,14";"-366,667";"0"
"1545";"-0,671111";"44,841389";"44°50'29.000N 0°40'16.000W";"33281";"Rue des Chataigniers";"Sur le trottoir, à 120 m. du pylone SFR.";"33700";"MERIGNAC";"16/05/2003";"En extérieur";"FicheMesure1545.pdf";"Oui";"0,71";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,98";"";"";"";"";"";"";"";"";"0,98";"0,98";"-38,028";"0"
"1548";"-0,729167";"45,473611";"45°28'25.000N 0°43'45.001W";"17328";"Belle Vue - Les Terriers";"Dans la tour de guet du SDIS";"17240";"SAINT FORT SUR GIRONDE";"07/05/2003";"En extérieur";"FicheMesure1548.pdf";"Oui";"0,52";"Divers";"APAVE";"";"";"0,74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,74";"";"-42,308";"0"
"1708";"1,070556";"45,139722";"45°8'22.999N 1°4'14.002E";"24550";"Rue des Ecoles";"";"24210";"THENON";"29/04/2003";"En extérieur";"FicheMesure1708.pdf";"Oui";"0,23";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,11";"";"";"";"";"";"";"0,11";"0,11";"52,174";"0"
"1709";"-0,637778";"44,8625";"44°51'45.000N 0°38'16.001W";"33162";"Rue Dubrana";"";"33320";"EYSINES";"30/04/2003";"En intérieur";"FicheMesure1709.pdf";"Oui";"0,23";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,22";"";"0,38";"";"";"";"";"";"";"0,43909";"0,43909";"-90,909";"0,266667"
"1710";"-0,637222";"44,862222";"44°51'43.999N 0°38'13.999W";"33162";"Rue Dubrana";"Chez Madame et Monsieur GALINAT";"33320";"EYSINES";"30/04/2003";"En intérieur";"FicheMesure1710.pdf";"Oui";"0,17";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,13";"";"0,13";"";"";"";"";"";"";"0,183848";"0,183848";"-8,146";"0"
"1711";"-0,637778";"44,862222";"44°51'43.999N 0°38'16.001W";"33162";"Rue Dubrana";"Chez Madame et Monsieur Mothes.";"33320";"EYSINES";"30/04/2003";"En extérieur";"FicheMesure1711.pdf";"Oui";"0,23";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,1";"";"0,71";"";"";"";"";"";"";"0,717008";"0,717008";"-211,742";"0,753086"
"1793";"0,741667";"45,180278";"45°10'49.001N 0°44'30.001E";"24322";"Rue Gay Lussac";"Les mesures ont été réalisées sur le palier intermédiaire de l'escalier entre le 4ème et le 5ème étage (fenêtre ouverte, face aux émetteurs) au niveau de l'entrée porte 20.";"24000";"PERIGUEUX";"01/08/2003";"En intérieur";"FicheMesure1793.pdf";"Oui";"0,41";"Lieu d'habitation";"APAVE";"";"";"0,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,16";"";"60,976";"0"
"1794";"0,741667";"45,180278";"45°10'49.001N 0°44'30.001E";"24322";"Rue Gay Lussac";"Les mesures ont été réalisées sur le palier intermédiaire de l'escalier entre le 4ème et le 5ème étage (fenêtre ouverte, face aux émetteurs) au niveau de l'entrée porte 20.";"24000";"PERIGUEUX";"01/08/2003";"En intérieur";"FicheMesure1794.pdf";"Oui";"0,41";"Lieu d'habitation";"APAVE";"";"";"0,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,16";"";"60,976";"0"
"1880";"1,438889";"44,450278";"44°27'1.001N 1°26'20.000E";"46042";"Rue des Augustins";"Les mesures ont été réalisées en extérieur sur le balcon de l'appartement 35 (8ème étage).";"46000";"CAHORS";"07/08/2003";"En extérieur";"FicheMesure1880.pdf";"Oui";"0,77";"Divers";"APAVE";"";"0,28";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"";"0,33";"";"";"";"";"";"";"0,520961";"0,439318";"32,343";"0,072008"
"2269";"1,530278";"45,160556";"45°9'38.002N 1°31'49.001E";"19031";"Place du 15 août 1944";"Les mesures ont été réalisées en un point, en extérieur, sur le parking de la place du 15 août 1944 (coin Ouest du parking).";"19100";"BRIVE LA GAILLARDE";"30/09/2003";"En extérieur";"FicheMesure2269.pdf";"Oui";"0,45";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,52";"";"0,28";"";"";"";"";"";"";"0,590593";"0,590593";"-31,243";"0,3"
"2270";"1,521944";"45,148056";"45°8'53.002N 1°31'18.998E";"19031";"Rue du Commandant Raoul Devignes";"Les mesures ont été réalisées, en extérieur, au bord du terrain non construit situé à gauche de la maison n° 27.";"19100";"BRIVE LA GAILLARDE";"30/09/2003";"En extérieur";"FicheMesure2270.pdf";"Oui";"0,61";"Rue / Route / Parking";"APAVE";"";"0,48";"";"";"";"";"";"";"";"";"";"";"";"";"0,38";"";"";"";"";"";"";"";"";"0,612209";"0,38";"-0,362";"0,116279"
"2282";"-0,850556";"44,692222";"44°41'31.999N 0°51'2.002W";"33555";"Rue du Parc";"Sur le parking, en face de l'école, à 500 mètres du chateau d'eau supportant les antennes de téléphonie mobile SFR et à 150 du pylone supportant les antennes de téléphonie mobile Orange.";"33380";"MARCHEPRIME";"26/09/2003";"En extérieur";"FicheMesure2282.pdf";"Oui";"0,45";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,24";"";"";"";"";"";"";"";"";"0,24";"0,24";"46,667";"0"
"2489";"-0,584167";"44,857778";"44°51'28.001N 0°35'3.001W";"33063";"Rue Pierre Trebod";"Sur le parking devant la façade vitrée sud-ouest de la bibliothèque.";"33000";"BORDEAUX";"29/10/2003";"En extérieur";"FicheMesure2489.pdf";"Oui";"0,44";"Rue / Route / Parking";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,96";"";"0,18";"";"";"";"";"";"";"0,976729";"0,976729";"-121,984";"0,684211"
"2490";"-0,586389";"44,857222";"44°51'25.999N 0°35'11.000W";"33063";"Rue Mandron";"Dans la chambre à coucher de M. & Mme. NAVARRO, appartement 1002 au 10ème étage.";"33000";"BORDEAUX";"29/10/2003";"En intérieur";"FicheMesure2490.pdf";"Oui";"0";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,26";"";"";"";"";"";"";"";"";"0,26";"0,26";"";"0"
"2496";"-1,1925";"44,631111";"44°37'52.000N 1°11'33.000W";"33529";"Avenue de l'Eden- Pyla sur mer";"Dans le salon de M. PEAUMIER.";"33115";"TESTE DE BUCH";"30/10/2003";"En intérieur";"FicheMesure2496.pdf";"Oui";"0";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,14";"";"";"";"";"";"";"";"";"0,14";"0,14";"";"0"
"2497";"-1,1925";"44,630556";"44°37'50.002N 1°11'33.000W";"33529";"Avenue de l'Eden- Pyla sur mer";"Dans le salon de M. et Mme BLAZY.";"33115";"TESTE DE BUCH";"30/10/2003";"En intérieur";"FicheMesure2497.pdf";"Oui";"0";"Lieu d'habitation";"CSTB - Saint Martin d'Heres";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"";"";"";"";"";"";"";"";"0,29";"0,29";"";"0"
"2514";"1,446111";"44,479444";"44°28'45.998N 1°26'46.000E";"46042";"Route de Figeac-La Tuilerie";"Bureau Secrétariat Comptabilité, à proximité du poste de travail de M.Bonnemort.";"46000";"CAHORS";"05/11/2003";"En intérieur";"FicheMesure2514.pdf";"Oui";"0";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2515";"1,44";"44,445833";"44°26'44.999N 1°26'24.000E";"46042";"Rue Wilson";"3ème étage, bureau 302 de M.Grousset";"46000";"CAHORS";"05/11/2003";"En intérieur";"FicheMesure2515.pdf";"Oui";"0,39";"Lieu d'habitation";"APAVE";"";"0,36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,36";"";"7,692";"0"
"2643";"-0,676667";"44,907222";"44°54'25.999N 0°40'36.001W";"33519";"Groupe scolaire Le Bois des Ormes";"Ecole maternelle, dans la classe N°1, prés de la fenêtre Nord, à 160 m environ du pylone supportant les émetteurs de téléphonie mobile SFR.";"33320";"TAILLAN MEDOC";"14/11/2003";"En intérieur";"FicheMesure2643.pdf";"Oui";"0";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,11";"";"";"";"";"";"";"";"";"0,11";"0,11";"";"0"
"2646";"-0,805";"43,830833";"43°49'50.999N 0°48'18.000W";"40313";"Chemin de Pargade";"Dans la Maison de Retraite, dans le couloir du 1er étage, entre le bâtiment D et le bâtiment C.";"40400";"TARTAS";"23/10/2003";"En intérieur";"FicheMesure2646.pdf";"Oui";"0,3";"Lieu d'habitation";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,1";"";"";"";"";"";"";"";"";"0,1";"0,1";"66,667";"0"
"2721";"0,694444";"45,179444";"45°10'45.998N 0°41'39.998E";"24138";"Château d'eau du Pareau";"Mesure sur le bord de la route contre le grillage de la maison de Mme FERREIRA face au château d'eau.";"24660";"COULOUNIEIX CHAMIERS";"06/07/2003";"En extérieur";"FicheMesure2721.pdf";"Oui";"2,9";"Divers";"BUREAU VERITAS";"";"2,53";"0,07";"";"0,26";"";"";"0,23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,554662";"";"11,908";"1,316842"
"2722";"0,694444";"45,179444";"45°10'45.998N 0°41'39.998E";"24138";"Château d'eau du Pareau";"Mesure sur le chemin situé avant le château d'eau sur la droite.";"24660";"COULOUNIEIX CHAMIERS";"06/07/2003";"En extérieur";"FicheMesure2722.pdf";"Oui";"3";"Divers";"BUREAU VERITAS";"";"2,74";"0,06";"";"0,1";"";"";"0,18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,748381";"";"8,387";"1,478182"
"2723";"0,694444";"45,179444";"45°10'45.998N 0°41'39.998E";"24138";"Rue Pierre Penlat";"Mesure à 6m du garage au n°4 de la rue Pierre penlat.";"24660";"COULOUNIEIX CHAMIERS";"06/07/2003";"En extérieur";"FicheMesure2723.pdf";"Oui";"0";"Divers";"BUREAU VERITAS";"";"2,72";"";"";"";"";"";"0,17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,725307";"";"";"0,882353"
"2756";"2,563056";"44,306389";"44°18'23.000N 2°33'47.002E";"12133";"Rue Henri Favre";"MESURE APRES PORTAIL AU N°48 RUE FAVRE A 350M";"12450";"LUC LA PRIMAUBE";"03/07/2003";"En extérieur";"FicheMesure2756.pdf";"Oui";"0";"Rue / Route / Parking";"BUREAU VERITAS";"";"1,18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,18";"";"";"0"
"2757";"2,559444";"44,311389";"44°18'41.000N 2°33'33.998E";"12133";"Baracou-Parking transports Delagne";"MESURE FACE PYLONE A 20M";"12450";"LUC LA PRIMAUBE";"03/07/2003";"En extérieur";"FicheMesure2757.pdf";"Oui";"0";"Rue / Route / Parking";"BUREAU VERITAS";"";"2,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2,61";"";"";"0"
"2758";"2,556667";"44,310556";"44°18'38.002N 2°33'24.001E";"12133";"Rue du commerce";"Angle rues du Commerce et de l'Artisanat MESURE FACE PYLONE A 250M";"12450";"LUC LA PRIMAUBE";"03/07/2003";"En extérieur";"FicheMesure2758.pdf";"Oui";"0";"Rue / Route / Parking";"BUREAU VERITAS";"";"1,26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,26";"";"";"0"
"2759";"1,2325";"44,889444";"44°53'21.998N 1°13'57.000E";"24520";"La Plane";"Site d'implantation du pylône TOWERCAST (2402)";"24200";"SARLAT LA CANEDA";"04/06/2003";"En extérieur";"FicheMesure2759.pdf";"Oui";"3,8";"Rue / Route / Parking";"BUREAU VERITAS";"";"3,21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3,21";"";"15,526";"0"
"2760";"1,232222";"44,889444";"44°53'21.998N 1°13'55.999E";"24520";"la Plane-Route du Pech Eternel";"Mesure réalisé à 60 m au nord-ouest du site d'implantation du pylône Towercast";"24200";"SARLAT LA CANEDA";"04/06/2003";"En extérieur";"FicheMesure2760.pdf";"Oui";"0";"Rue / Route / Parking";"BUREAU VERITAS";"";"1,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,19";"";"";"0"
"2761";"1,232778";"44,889167";"44°53'21.001N 1°13'58.001E";"24520";"la Plane - Route du Pech";"Mesure en bord de route, face à la résidence de la Plane, à 50 m du site d'implantation du pylône TOWERCAST";"24200";"SARLAT LA CANEDA";"04/06/2003";"En extérieur";"FicheMesure2761.pdf";"Oui";"1";"Rue / Route / Parking";"BUREAU VERITAS";"";"1,4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,4";"";"-40";"0"
"2762";"1,233056";"44,89";"44°53'24.000N 1°13'59.002E";"24520";"Plane - Route du Pech Eternel";"";"24200";"SARLAT LA CANEDA";"04/06/2003";"En extérieur";"FicheMesure2762.pdf";"Oui";"0";"Rue / Route / Parking";"BUREAU VERITAS";"";"0,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,25";"";"";"0"
"2995";"2,208333";"43,949444";"43°56'57.998N 2°12'29.999E";"81257";"Rue du Bac";"Les mesures ont été réalisées en extérieur, au bord du trottoir à côté du poteau EDF situé au coin gauche du numéro 17 de la rue du Bac (en regardant la maison).";"81160";"SAINT JUERY";"10/09/2003";"En extérieur";"FicheMesure2995.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3010";"0,497778";"44,842222";"44°50'31.999N 0°29'52.001E";"24037";"Rue Émile Zola";"Les mesures ont été réalisées dans la cour de l'école élémentaire de l'Alba au niveau du terrain de basket (centre du cercle de lancer franc, côté gauche en regardant les émetteurs)";"24100";"BERGERAC";"08/12/2003";"En extérieur";"FicheMesure3010.pdf";"Oui";"0,47";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,81";"";"";"";"";"";"";"";"";"0,81";"0,81";"-72,34";"0"
"3011";"0,461667";"44,837778";"44°50'16.001N 0°27'42.001E";"24037";"Route de Saint Laurent des Vignes";"Les mesures ont été réalisées dans le stade Stella, au coin du terrain de football (côté entrée).";"24100";"BERGERAC";"08/12/2003";"En extérieur";"FicheMesure3011.pdf";"Oui";"0,58";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,07";"";"";"";"";"";"";"";"";"1,07";"1,07";"-84,483";"0"
"3012";"0,499722";"44,840833";"44°50'26.999N 0°29'58.999E";"24037";"Rue de l'École de l'Alba";"Les mesures ont été réalisées sur le court de tennis n° 1 (au bout du filet, côté opposé au Club House).";"24100";"BERGERAC";"08/12/2003";"En extérieur";"FicheMesure3012.pdf";"Oui";"0,26";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,44";"";"";"";"";"";"";"";"";"0,44";"0,44";"-69,231";"0"
"3013";"0,459722";"44,837778";"44°50'16.001N 0°27'34.999E";"24037";"Route de Saint Laurent des Vignes";"Les mesures ont été réalisées sur le parking près du gymnase Bonnefond";"24100";"BERGERAC";"08/12/2003";"En extérieur";"FicheMesure3013.pdf";"Oui";"0,27";"Rue / Route / Parking";"APAVE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,52";"";"";"";"";"";"";"";"";"0,52";"0,52";"-92,593";"0"
"3032";"0,616667";"44,2125";"44°12'45.000N 0°37'0.001E";"47001";"Rue de Bellevue";"MESURE FACE AU N°144 A COTE DU POTEAU EDF A 60M DU PYLONE";"47000";"AGEN";"03/06/2003";"En extérieur";"FicheMesure3032.pdf";"Oui";"0";"Divers";"BUREAU VERITAS";"";"0,84";"";"";"0,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,85";"";"";"0,731959"
"3038";"2,117778";"43,955833";"43°57'20.999N 2°7'4.001E";"81004";"La Clarié Côte de Mascrabière";"Site en pleine campagne.";"81000";"ALBI";"18/06/2003";"En extérieur";"FicheMesure3038.pdf";"Oui";"1,52";"Divers";"BUREAU VERITAS";"";"1,06";"";"";"";"";"";"";"";"";"";"";"";"";"0,97";"";"0,06";"";"";"";"";"";"";"1,438089";"0,971854";"5,389";"0,648356"
"3039";"2,116944";"43,956111";"43°57'22.000N 2°7'0.998E";"81004";"La Clarié Côte de Mascrabière";"Site en pleine campagne.";"81000";"ALBI";"18/06/2003";"En extérieur";"FicheMesure3039.pdf";"Oui";"1,61";"Divers";"BUREAU VERITAS";"";"1,72";"";"";"";"";"";"0,07";"";"";"";"";"";"";"0,07";"";"";"";"";"";"";"";"";"1,722846";"0,07";"-7,009";"1,254544"
"3040";"2,119444";"43,955278";"43°57'19.001N 2°7'9.998E";"81004";"La Clarié Côte de Mascrabière";"Site en pleine campagne.";"81000";"ALBI";"18/06/2003";"En extérieur";"FicheMesure3040.pdf";"Oui";"2,05";"Divers";"BUREAU VERITAS";"";"1,93";"";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"0,07";"";"";"";"";"";"";"1,932201";"0,092195";"5,746";"1,280358"
"3041";"2,118611";"43,956944";"43°57'24.998N 2°7'7.000E";"81004";"La Clarié Côte de Mascrabière";"Site en pleine campagne.";"81000";"ALBI";"18/06/2003";"En extérieur";"FicheMesure3041.pdf";"Oui";"0,95";"Divers";"BUREAU VERITAS";"";"0,82";"";"";"";"";"";"";"";"";"";"";"";"";"0,18";"";"";"";"";"";"";"";"";"0,839524";"0,18";"11,629";"0,64"
"3056";"1,522222";"45,147778";"45°8'52.001N 1°31'19.999E";"19031";"Impasse des Tilleuls";"MESURE AU PIED DU PYLONE";"19100";"BRIVE LA GAILLARDE";"07/07/2003";"En extérieur";"FicheMesure3056.pdf";"Oui";"0";"Divers";"BUREAU VERITAS";"";"3,67";"";"";"";"";"";"0,15";"";"";"";"";"";"";"0,18";"";"0,2";"";"";"";"";"";"";"3,682906";"0,269072";"";"1,440726"
